sales_date,stock_code,market_id,net_sales_qty,forecast_net_sales_qty
2011-11-08,23225,United Kingdom,7,11.964693857814071
2011-11-08,23224,United Kingdom,2,11.947056152937703
2011-11-08,23222,United Kingdom,1,5.858776741392592
2011-11-08,23221,United Kingdom,5,19.097437166577258
2011-11-08,23220,United Kingdom,3,23.725588508853647
2011-11-08,23219,United Kingdom,3,14.218344978745135
2011-11-08,23217,United Kingdom,2,5.954435579421581
2011-11-08,23216,United Kingdom,4,5.904587430754497
2011-11-08,23215,United Kingdom,109,37.26761965795625
2011-11-08,23214,United Kingdom,24,11.354680291863765
2011-11-08,23227,United Kingdom,23,30.761320440561324
2011-11-08,23213,United Kingdom,19,16.375053394715618
2011-11-08,23211,United Kingdom,44,40.9693292509093
2011-11-08,23210,United Kingdom,71,42.80030417488016
2011-11-08,23209,United Kingdom,44,49.33933574179145
2011-11-08,23208,United Kingdom,17,27.604032862602676
2011-11-08,23207,United Kingdom,21,20.362930303551536
2011-11-08,23206,United Kingdom,42,20.669486617187683
2011-11-08,23205,United Kingdom,17,18.45979394074304
2011-11-08,23204,United Kingdom,34,21.726242507264132
2011-11-08,23203,United Kingdom,60,79.64650336723687
2011-11-08,20750,United Kingdom,7,4.958195012522683
2011-11-08,23212,United Kingdom,21,22.29737435167477
2011-11-08,23292,France,8,9.137467302398703
2011-11-08,23371,United Kingdom,40,38.68335831250535
2011-11-08,23292,United Kingdom,1,2.443080481196242
2011-11-08,23375,United Kingdom,50,56.42818329820312
2011-11-08,23374,United Kingdom,10,23.714516601245474
2011-11-08,23373,United Kingdom,13,26.01385758570565
2011-11-08,23372,United Kingdom,23,14.687823780096037
2011-11-08,23372,Belgium,16,19.147250298290487
2011-11-08,23371,Belgium,16,19.147250298290487
2011-11-08,23370,United Kingdom,23,37.80986382670577
2011-11-08,23368,United Kingdom,19,22.2704792182642
2011-11-08,23368,Germany,-3,21.9961972209334
2011-11-08,23367,United Kingdom,51,58.893993010119125
2011-11-08,23367,France,16,22.685511816142995
2011-11-08,23366,United Kingdom,53,90.97955809191407
2011-11-08,23360,United Kingdom,1,4.692043919589166
2011-11-08,23359,United Kingdom,48,52.953485328310585
2011-11-08,23356,United Kingdom,18,29.41092419914111
2011-11-08,23355,United Kingdom,90,78.58920132892528
2011-11-08,23354,United Kingdom,62,67.03008677436674
2011-11-08,23354,France,24,16.024739959133793
2011-11-08,23353,United Kingdom,184,110.04771730610754
2011-11-08,23353,France,24,14.910091891137453
2011-11-08,23352,United Kingdom,20,32.9544722666957
2011-11-08,23376,United Kingdom,59,54.19415219813847
2011-11-08,23377,United Kingdom,30,43.11981944247664
2011-11-08,23378,United Kingdom,16,39.91824027688031
2011-11-08,23379,United Kingdom,2,9.012842064325513
2011-11-08,23409,United Kingdom,6,8.886882102130945
2011-11-08,20659,United Kingdom,3,19.118662809508027
2011-11-08,23408,United Kingdom,6,8.452972251159329
2011-11-08,23407,United Kingdom,5,4.401234109663001
2011-11-08,23406,United Kingdom,3,16.032207370867386
2011-11-08,23405,United Kingdom,1,1.2545689954693713
2011-11-08,23404,United Kingdom,5,18.070866693709455
2011-11-08,23403,United Kingdom,1,17.276567802539464
2011-11-08,23402,United Kingdom,10,7.475655685951102
2011-11-08,23400,United Kingdom,5,4.957894342183325
2011-11-08,23351,United Kingdom,109,46.76597668751143
2011-11-08,23399,United Kingdom,15,15.200517054582829
2011-11-08,23397,United Kingdom,5,8.376152185405207
2011-11-08,23395,United Kingdom,16,7.382963285172375
2011-11-08,23394,United Kingdom,20,6.69698338212083
2011-11-08,23392,United Kingdom,7,1.6745294659419712
2011-11-08,23391,United Kingdom,7,4.999035166160895
2011-11-08,23390,United Kingdom,7,5.3521599827581126
2011-11-08,23389,United Kingdom,19,7.220774435670152
2011-11-08,23382,United Kingdom,55,36.42293323437675
2011-11-08,23382,France,8,12.778299953457111
2011-11-08,23380,United Kingdom,14,41.53426942609061
2011-11-08,23398,United Kingdom,14,12.896570136314939
2011-11-08,23292,Spain,8,10.788953743731605
2011-11-08,23350,United Kingdom,178,32.17591966146135
2011-11-08,23349,United Kingdom,271,50.8315071870092
2011-11-08,23318,United Kingdom,132,49.210039544751034
2011-11-08,23316,United Kingdom,1,4.2586778144850435
2011-11-08,23314,United Kingdom,2,4.535322378612005
2011-11-08,23313,United Kingdom,48,25.234745225908092
2011-11-08,23312,United Kingdom,22,16.809871267511262
2011-11-08,23311,United Kingdom,34,50.83827274871892
2011-11-08,23310,United Kingdom,72,51.42341403177009
2011-11-08,23309,United Kingdom,28,88.99888805514313
2011-11-08,23308,United Kingdom,32,16.747549679370252
2011-11-08,23307,United Kingdom,9,79.00579206008163
2011-11-08,23306,United Kingdom,5,12.881380229288869
2011-11-08,23302,United Kingdom,5,7.104333208122843
2011-11-08,23301,United Kingdom,143,75.1650709569634
2011-11-08,23301,EIRE,-2,15.301241456257056
2011-11-08,23300,United Kingdom,52,52.555276575714814
2011-11-08,23298,United Kingdom,14,14.423042196070357
2011-11-08,23298,France,9,4.339577895901318
2011-11-08,23296,United Kingdom,20,19.940778957802014
2011-11-08,23295,United Kingdom,18,28.836467252475405
2011-11-08,23294,United Kingdom,19,7.461927544453365
2011-11-08,23293,United Kingdom,23,37.6433162112343
2011-11-08,23319,United Kingdom,132,54.45497068143087
2011-11-08,23320,United Kingdom,155,30.094462761660825
2011-11-08,23321,United Kingdom,88,79.91297975261
2011-11-08,23322,United Kingdom,40,37.56925941061049
2011-11-08,23348,United Kingdom,18,13.576676132267831
2011-11-08,23347,United Kingdom,1,2.4767847394719804
2011-11-08,23347,Germany,-12,16.023248024972553
2011-11-08,23346,United Kingdom,3,9.928794185886815
2011-11-08,23345,United Kingdom,3,11.09577425138836
2011-11-08,23344,United Kingdom,282,97.92165452546509
2011-11-08,23344,France,10,14.014073698351154
2011-11-08,23343,United Kingdom,120,56.48150638775664
2011-11-08,23342,United Kingdom,1,4.2586778144850435
2011-11-08,23341,United Kingdom,2,4.958195012522683
2011-11-08,23350,France,12,15.815412252970432
2011-11-08,23340,United Kingdom,2,15.849762021987276
2011-11-08,23335,United Kingdom,12,6.657055568091434
2011-11-08,23334,United Kingdom,5,15.911144497919096
2011-11-08,23333,United Kingdom,96,29.732241631818194
2011-11-08,23332,United Kingdom,21,23.312028215719128
2011-11-08,23331,United Kingdom,6,13.766984603969046
2011-11-08,23330,United Kingdom,33,25.76194041842007
2011-11-08,23329,United Kingdom,20,26.886403465982053
2011-11-08,23328,United Kingdom,31,11.300543960152972
2011-11-08,23326,United Kingdom,1,16.424666259065567
2011-11-08,23323,United Kingdom,20,37.345008381532125
2011-11-08,23339,United Kingdom,8,8.139202895610222
2011-11-08,20657,United Kingdom,1,3.2784522881473865
2011-11-08,22992,United Kingdom,14,20.416214100976998
2011-11-08,17091J,United Kingdom,36,45.2685587760571
2011-11-08,23008,United Kingdom,12,13.392680496600104
2011-11-08,23007,United Kingdom,8,5.426273608471872
2011-11-08,23006,United Kingdom,2,7.128490754766462
2011-11-08,23005,United Kingdom,43,51.89611401428149
2011-11-08,23004,United Kingdom,4,4.777145852509394
2011-11-08,23002,United Kingdom,3,9.235733661077603
2011-11-08,23000,United Kingdom,26,48.41347033132921
2011-11-08,22999,United Kingdom,1,15.146001532515008
2011-11-08,22998,United Kingdom,56,87.58207192807973
2011-11-08,22997,United Kingdom,42,16.597167049754837
2011-11-08,22996,United Kingdom,10,34.512114859888634
2011-11-08,22995,United Kingdom,7,21.509607368382344
2011-11-08,22994,United Kingdom,4,27.28204692705638
2011-11-08,22993,United Kingdom,25,48.38059463284533
2011-11-08,22991,United Kingdom,13,16.05052290929092
2011-11-08,22990,EIRE,-2,4.514475588536048
2011-11-08,22989,United Kingdom,2,3.522323848324498
2011-11-08,22988,United Kingdom,26,43.87277918019293
2011-11-08,22983,United Kingdom,1,7.625005117724167
2011-11-08,22982,United Kingdom,2,2.6641455320226206
2011-11-08,22981,United Kingdom,2,10.159603040243141
2011-11-08,23009,United Kingdom,9,9.8933495385041
2011-11-08,22979,United Kingdom,4,28.683179837815548
2011-11-08,23010,United Kingdom,6,2.9327472465521467
2011-11-08,23013,United Kingdom,4,9.300067990865962
2011-11-08,23078,United Kingdom,48,27.123131467846438
2011-11-08,23077,United Kingdom,100,48.61917506636125
2011-11-08,23076,United Kingdom,52,36.62859309907086
2011-11-08,23074,United Kingdom,2,1.677140846379315
2011-11-08,23073,United Kingdom,1,3.307994913413045
2011-11-08,23070,United Kingdom,4,4.965330907885156
2011-11-08,23068,United Kingdom,5,6.891656410588224
2011-11-08,23058,United Kingdom,12,18.36027740240147
2011-11-08,23055,United Kingdom,1,1.1727255828541292
2011-11-08,23050,United Kingdom,1,3.781258364791189
2011-11-08,23049,United Kingdom,1,1.3773238600062905
2011-11-08,23048,United Kingdom,24,6.642943010042782
2011-11-08,23043,United Kingdom,16,3.819331930434301
2011-11-08,23039,United Kingdom,10,8.234734594687303
2011-11-08,23035,United Kingdom,48,11.19346903555202
2011-11-08,23034,United Kingdom,24,10.446070594013477
2011-11-08,23033,United Kingdom,1,2.4821233556833917
2011-11-08,23032,United Kingdom,14,5.30909859455603
2011-11-08,23031,United Kingdom,16,9.47983584560478
2011-11-08,23029,United Kingdom,10,3.960801860949309
2011-11-08,23014,United Kingdom,4,5.916013808957156
2011-11-08,23012,United Kingdom,17,13.143888160053766
2011-11-08,22978,United Kingdom,1,3.272288271372121
2011-11-08,22978,Germany,-6,6.994817964955216
2011-11-08,22977,United Kingdom,1,6.929435515488112
2011-11-08,22942,United Kingdom,33,8.677010596743626
2011-11-08,22941,United Kingdom,29,10.422447403520536
2011-11-08,22941,France,2,3.7242505694152293
2011-11-08,22940,United Kingdom,14,22.929133273016312
2011-11-08,22939,United Kingdom,1,13.084729452834356
2011-11-08,22938,United Kingdom,12,11.894542405927615
2011-11-08,22935,United Kingdom,2,2.31580493697331
2011-11-08,22932,United Kingdom,3,6.689669273682694
2011-11-08,22930,United Kingdom,3,6.627593459460885
2011-11-08,22928,United Kingdom,3,1.3773238600062905
2011-11-08,22921,United Kingdom,2,15.67991654938771
2011-11-08,22920,United Kingdom,2,15.177186758679087
2011-11-08,22919,United Kingdom,2,14.378160489276679
2011-11-08,22918,United Kingdom,2,15.177186758679087
2011-11-08,22917,United Kingdom,2,15.177186758679087
2011-11-08,22916,United Kingdom,2,15.67991654938771
2011-11-08,22915,United Kingdom,12,7.131982428727094
2011-11-08,22910,United Kingdom,76,86.5077669472279
2011-11-08,22909,United Kingdom,76,91.15884430202681
2011-11-08,22909,France,12,15.51653890891938
2011-11-08,23411,United Kingdom,4,6.132038315455978
2011-11-08,22943,Spain,3,12.12495065554953
2011-11-08,22943,United Kingdom,7,9.689839356282738
2011-11-08,22944,United Kingdom,114,29.59527110578634
2011-11-08,22947,United Kingdom,14,2.0679338710824116
2011-11-08,22976,United Kingdom,1,3.2784522881473865
2011-11-08,22975,United Kingdom,2,2.4767847394719804
2011-11-08,22974,United Kingdom,12,24.628953608559776
2011-11-08,22973,United Kingdom,1,3.825462007435468
2011-11-08,22972,United Kingdom,13,11.500129339476878
2011-11-08,22971,United Kingdom,2,8.84156060237913
2011-11-08,22969,United Kingdom,18,16.763312239244716
2011-11-08,22968,United Kingdom,3,1.3773238600062905
2011-11-08,22966,United Kingdom,110,39.43853187400999
2011-11-08,22965,United Kingdom,2,15.636366270422183
2011-11-08,23079,United Kingdom,2,3.450551208591002
2011-11-08,22964,United Kingdom,32,7.896449077926157
2011-11-08,22962,United Kingdom,1,5.267777590035295
2011-11-08,22961,United Kingdom,40,50.944408628764265
2011-11-08,22960,United Kingdom,0,20.719040539941833
2011-11-08,22960,France,-2,6.131039284417674
2011-11-08,22959,United Kingdom,125,48.63360409661787
2011-11-08,22959,France,25,36.01979651289276
2011-11-08,22952,United Kingdom,188,160.285329734682
2011-11-08,22952,France,24,37.90499927877343
2011-11-08,22951,United Kingdom,48,14.7162333151136
2011-11-08,22951,France,24,26.777639732648527
2011-11-08,22963,United Kingdom,2,11.802015263342057
2011-11-08,20652,United Kingdom,1,2.792630123249104
2011-11-08,23080,United Kingdom,27,9.225885877084462
2011-11-08,23082,United Kingdom,3,9.744711933949935
2011-11-08,23200,United Kingdom,29,23.20210446104987
2011-11-08,23199,United Kingdom,84,35.130403418824024
2011-11-08,23198,United Kingdom,4,56.03392577656211
2011-11-08,23198,Germany,-9,13.453995549714937
2011-11-08,23197,United Kingdom,3,11.503335829261992
2011-11-08,23196,United Kingdom,4,12.622623327115186
2011-11-08,23194,United Kingdom,3,4.715685551927338
2011-11-08,23193,United Kingdom,1,3.486005334190191
2011-11-08,23192,United Kingdom,2,8.223916114820959
2011-11-08,23191,United Kingdom,7,10.040142966330354
2011-11-08,23190,United Kingdom,13,12.77929729019504
2011-11-08,23189,United Kingdom,7,12.321445191239375
2011-11-08,23188,United Kingdom,70,31.92070424044113
2011-11-08,23183,United Kingdom,1,2.3463864964091856
2011-11-08,23182,United Kingdom,33,18.68436688816414
2011-11-08,23179,United Kingdom,1,2.167766289745589
2011-11-08,23177,United Kingdom,2,12.912247629608887
2011-11-08,23175,United Kingdom,3,5.196905826378683
2011-11-08,23174,United Kingdom,4,11.896844320291152
2011-11-08,23173,United Kingdom,4,8.565481750404397
2011-11-08,23172,United Kingdom,2,14.97934828701877
2011-11-08,23201,United Kingdom,29,56.87553177252494
2011-11-08,23171,United Kingdom,9,17.598619264018428
2011-11-08,23202,United Kingdom,42,44.61558633203527
2011-11-08,15034,United Kingdom,2,10.953522171833113
2011-11-08,17012F,United Kingdom,27,11.467150664780819
2011-11-08,17012D,United Kingdom,25,13.68686531871461
2011-11-08,16259,United Kingdom,8,18.921629532150174
2011-11-08,16258A,United Kingdom,1,4.275764278897135
2011-11-08,16254,United Kingdom,1,9.318643944138017
2011-11-08,16238,United Kingdom,4,13.430232049744877
2011-11-08,16237,United Kingdom,9,24.648925052778456
2011-11-08,16236,United Kingdom,1,8.254030579987967
2011-11-08,16235,United Kingdom,23,43.85144768995614
2011-11-08,16219,United Kingdom,2,15.503692437616703
2011-11-08,16218,United Kingdom,5,70.07709757151046
2011-11-08,16169E,United Kingdom,175,55.35909969266339
2011-11-08,16169E,France,25,36.01979651289276
2011-11-08,16168M,United Kingdom,24,14.321225304328411
2011-11-08,16161U,Spain,25,39.075869449230794
2011-11-08,16054,United Kingdom,4,44.08762994987677
2011-11-08,15056bl,United Kingdom,1,2.3463864964091856
2011-11-08,15056N,United Kingdom,3,5.594788318847582
2011-11-08,15056BL,United Kingdom,2,3.837009128354466
2011-11-08,15039,United Kingdom,1,7.349703075500187
2011-11-08,15036,United Kingdom,9,17.73699826625705
2011-11-08,10135,United Kingdom,20,8.91140703366447
2011-11-08,23170,United Kingdom,7,20.838190673682945
2011-11-08,23169,United Kingdom,2,9.956052675388921
2011-11-08,23168,United Kingdom,6,5.700133590016854
2011-11-08,23111,United Kingdom,2,5.573846418070626
2011-11-08,23110,United Kingdom,4,4.849021887024151
2011-11-08,23109,United Kingdom,21,26.719532156961602
2011-11-08,23108,United Kingdom,12,7.95531143943761
2011-11-08,23108,Belgium,2,4.438735516809283
2011-11-08,23103,United Kingdom,88,46.60073280448307
2011-11-08,23102,United Kingdom,11,26.90807036407132
2011-11-08,23101,United Kingdom,12,33.531596876375815
2011-11-08,23100,United Kingdom,21,25.340743466179475
2011-11-08,23096,United Kingdom,4,17.479027842358985
2011-11-08,23094,United Kingdom,1,4.7319412658631865
2011-11-08,23093,United Kingdom,8,5.709210378687376
2011-11-08,23092,United Kingdom,3,4.542236735800913
2011-11-08,23090,United Kingdom,18,22.234201264870972
2011-11-08,23089,United Kingdom,4,9.443101401397527
2011-11-08,23088,United Kingdom,1,10.602353884859676
2011-11-08,23086,United Kingdom,32,14.857467074233616
2011-11-08,23084,United Kingdom,260,144.16728134744568
2011-11-08,23084,France,18,43.53583536194531
2011-11-08,23084,Belgium,6,14.359701012430662
2011-11-08,23083,United Kingdom,44,15.369022296398569
2011-11-08,23112,United Kingdom,3,4.94669083178356
2011-11-08,23113,United Kingdom,1,0.0
2011-11-08,23118,United Kingdom,11,5.431290122892668
2011-11-08,23119,United Kingdom,12,27.758877860790285
2011-11-08,23167,United Kingdom,4,19.026945679159574
2011-11-08,23166,United Kingdom,9,38.728373624747626
2011-11-08,23163,United Kingdom,1,2.382286429940707
2011-11-08,23162,United Kingdom,1,1.8810957932036567
2011-11-08,23161,United Kingdom,1,15.190244570992634
2011-11-08,23159,United Kingdom,1,0.7288620180289261
2011-11-08,23158,United Kingdom,12,11.51556842687345
2011-11-08,23157,United Kingdom,5,38.03990626322658
2011-11-08,23155,United Kingdom,12,13.671336348703978
2011-11-08,23154,Spain,12,14.598458403526402
2011-11-08,23081,United Kingdom,1,1.411028118282029
2011-11-08,23153,United Kingdom,4,5.7579916543891105
2011-11-08,23144,United Kingdom,39,32.61241998450002
2011-11-08,23133,United Kingdom,2,8.930057558393203
2011-11-08,23132,United Kingdom,4,11.24770759864749
2011-11-08,23131,United Kingdom,6,8.440228520420897
2011-11-08,23130,United Kingdom,11,8.440228520420897
2011-11-08,23129,United Kingdom,12,8.297672225242938
2011-11-08,23123,United Kingdom,3,4.940830681421312
2011-11-08,23122,United Kingdom,3,21.41496395454675
2011-11-08,23121,United Kingdom,27,24.38297218509803
2011-11-08,23120,United Kingdom,7,22.61249341612399
2011-11-08,23148,United Kingdom,4,6.702277727113662
2011-11-08,23413,United Kingdom,3,7.901132491140716
2011-11-08,84984D,United Kingdom,6,4.349194305301259
2011-11-08,23417,United Kingdom,1,1.8225519774926744
2011-11-08,84947,United Kingdom,31,37.623314125676096
2011-11-08,84946,United Kingdom,112,100.24426021150931
2011-11-08,84945,United Kingdom,24,39.352244062300606
2011-11-08,84931A,United Kingdom,1,1.8505838803880232
2011-11-08,84926F,United Kingdom,3,3.7265612332738853
2011-11-08,84926D,United Kingdom,24,28.139212442441064
2011-11-08,84923,United Kingdom,2,1.8120421098255273
2011-11-08,84920,United Kingdom,1,2.1106418661105786
2011-11-08,84912B,United Kingdom,2,2.009912770043316
2011-11-08,84879,United Kingdom,56,105.78160891020698
2011-11-08,84859A,United Kingdom,1,1.6246813172748877
2011-11-08,84849D,United Kingdom,4,11.33314918361505
2011-11-08,84836,United Kingdom,14,33.28124248381598
2011-11-08,84832,United Kingdom,41,26.772467178708794
2011-11-08,84828,United Kingdom,1,8.667400778657314
2011-11-08,84821,United Kingdom,12,14.495261199073466
2011-11-08,84796B,United Kingdom,1,1.3773238600062905
2011-11-08,84795B,United Kingdom,2,5.196040474488725
2011-11-08,84792,United Kingdom,8,5.299877206373258
2011-11-08,84755,United Kingdom,40,37.24587494567065
2011-11-08,84711B,United Kingdom,2,1.7935071816493429
2011-11-08,84949,United Kingdom,15,14.871562349006636
2011-11-08,84711A,United Kingdom,2,1.7785225746761524
2011-11-08,84950,United Kingdom,6,16.50082064913311
2011-11-08,84968A,United Kingdom,2,1.3773238600062905
2011-11-08,85032A,United Kingdom,2,18.41870442197147
2011-11-08,85017B,United Kingdom,2,4.438044152507339
2011-11-08,85014A,United Kingdom,1,5.478790582862429
2011-11-08,84997d,United Kingdom,7,2.011840197921083
2011-11-08,84997c,United Kingdom,3,1.836942505286351
2011-11-08,84997b,United Kingdom,3,2.011840197921083
2011-11-08,84997a,United Kingdom,2,2.3463864964091856
2011-11-08,84997C,United Kingdom,1,1.2707128858607162
2011-11-08,84997A,United Kingdom,1,1.5087788445184904
2011-11-08,84992,United Kingdom,10,21.849015825860146
2011-11-08,84991,United Kingdom,2,50.29898693488657
2011-11-08,84988,United Kingdom,15,9.89432994927857
2011-11-08,84987,United Kingdom,2,9.57643378755455
2011-11-08,84984B,United Kingdom,6,6.215859263715367
2011-11-08,84984A,United Kingdom,6,5.492312412861474
2011-11-08,84978,United Kingdom,37,39.6923275734004
2011-11-08,84970s,United Kingdom,4,5.686722876271598
2011-11-08,84970S,United Kingdom,12,29.508600207500816
2011-11-08,84970L,United Kingdom,7,15.972095337646822
2011-11-08,84969,United Kingdom,1,2.3463864964091856
2011-11-08,84968F,United Kingdom,1,0.0
2011-11-08,84951B,United Kingdom,1,2.6304412737468823
2011-11-08,84708B,United Kingdom,4,4.849021887024151
2011-11-08,84692,United Kingdom,44,26.023823422647787
2011-11-08,84665,United Kingdom,-11,4.56395312424468
2011-11-08,84347,United Kingdom,36,64.70529906653485
2011-11-08,84279P,United Kingdom,86,6.189127001999938
2011-11-08,84078A,United Kingdom,3,9.92705379677984
2011-11-08,84077,United Kingdom,384,153.58959860839065
2011-11-08,84032B,United Kingdom,14,9.97263511348847
2011-11-08,84032A,United Kingdom,7,11.012175817801193
2011-11-08,84031B,United Kingdom,3,4.294967219404182
2011-11-08,84030e,United Kingdom,1,3.050079829168307
2011-11-08,84029G,United Kingdom,30,23.274335174844097
2011-11-08,84029E,United Kingdom,18,24.430316665855962
2011-11-08,84012,United Kingdom,3,14.675299407932467
2011-11-08,82616C,United Kingdom,3,2.3614736453511247
2011-11-08,82616B,United Kingdom,1,3.581124174818883
2011-11-08,82613D,United Kingdom,2,2.6304412737468823
2011-11-08,82583,United Kingdom,26,50.08234046157798
2011-11-08,82582,United Kingdom,10,14.215106103201949
2011-11-08,82581,United Kingdom,13,13.778646833838357
2011-11-08,82580,United Kingdom,16,12.34567174273034
2011-11-08,82578,United Kingdom,3,17.800627039296135
2011-11-08,82567,United Kingdom,2,18.12464074423824
2011-11-08,82552,United Kingdom,18,14.769211148423986
2011-11-08,84356,United Kingdom,2,3.785627672158563
2011-11-08,84360,United Kingdom,1,3.785627672158563
2011-11-08,84375,United Kingdom,28,17.992227991356636
2011-11-08,84378,Spain,12,14.488226412678419
2011-11-08,84598,United Kingdom,18,10.081802286019549
2011-11-08,84596G,United Kingdom,1,24.556659100286215
2011-11-08,84596F,United Kingdom,1,15.849159374507781
2011-11-08,84596B,United Kingdom,11,27.442159433657547
2011-11-08,84581,United Kingdom,4,9.284862761407368
2011-11-08,84580,United Kingdom,5,10.862699870461274
2011-11-08,84568,United Kingdom,8,5.448164286019921
2011-11-08,84559A,United Kingdom,5,3.97412622895342
2011-11-08,84558A,United Kingdom,1,4.547064965519047
2011-11-08,84549,United Kingdom,1,1.4691749247140446
2011-11-08,85032B,United Kingdom,2,18.40256053158013
2011-11-08,84536a,United Kingdom,1,0.0
2011-11-08,84535B,United Kingdom,8,15.117647746821117
2011-11-08,84510c,United Kingdom,1,2.6304412737468823
2011-11-08,84510A,United Kingdom,4,10.462949891603017
2011-11-08,84509c,United Kingdom,1,2.3463864964091856
2011-11-08,84509a,United Kingdom,1,2.3463864964091856
2011-11-08,84509A,United Kingdom,1,5.7579916543891105
2011-11-08,84508C,United Kingdom,2,5.167593469222613
2011-11-08,84406B,United Kingdom,4,12.208497362259983
2011-11-08,84380,United Kingdom,5,13.327186488404045
2011-11-08,84378,United Kingdom,4,14.59313172507234
2011-11-08,84536A,United Kingdom,13,19.485812406349563
2011-11-08,82551,United Kingdom,6,10.896114154158727
2011-11-08,85032C,United Kingdom,2,17.48841614423475
2011-11-08,85034B,United Kingdom,26,9.133225325983444
2011-11-08,90161C,United Kingdom,2,6.307817516327452
2011-11-08,90134,United Kingdom,1,2.6304412737468823
2011-11-08,90130B,United Kingdom,1,2.6304412737468823
2011-11-08,90119,United Kingdom,1,5.167593469222613
2011-11-08,90118,United Kingdom,1,2.6304412737468823
2011-11-08,90116,United Kingdom,1,2.6304412737468823
2011-11-08,90114,United Kingdom,2,5.113366383325536
2011-11-08,90108,United Kingdom,1,2.0897034284176104
2011-11-08,90087,United Kingdom,1,3.97412622895342
2011-11-08,90083,United Kingdom,1,3.8722253057911145
2011-11-08,90070,United Kingdom,3,7.887150631715228
2011-11-08,90059A,United Kingdom,1,3.97412622895342
2011-11-08,90019B,United Kingdom,1,1.8505838803880232
