stock_code,market_id,observed_days,avg_daily_demand,demand_std,avg_forecast_sales,forecast_error,forecast_bias,stockout_risk_rate,overstock_risk_rate,stockout_risk_flag,overstock_risk_flag,negative_actual_sales_count,lead_time_days,z_score,available_stock_assumption,suggested_safety_stock,suggested_reorder_point,source
22492,Netherlands,1,1152.0,0.0,246.2267363345524,0.7862615135984787,-0.7862615135984787,1.0,0.0,True,False,0,7,1.65,246.2267363345524,0.0,8064.0,model
22384,Australia,1,100.0,0.0,22.99852215155971,0.7700147784844029,-0.7700147784844029,1.0,0.0,True,False,0,7,1.65,22.99852215155971,0.0,700.0,model
22660,Japan,1,50.0,0.0,11.892545065554398,0.762149098688912,-0.762149098688912,1.0,0.0,True,False,0,7,1.65,11.892545065554398,0.0,350.0,model
22195,Australia,1,80.0,0.0,19.44151915372172,0.7569810105784784,-0.7569810105784784,1.0,0.0,True,False,0,7,1.65,19.44151915372172,0.0,560.0,model
22549,Netherlands,2,72.0,0.0,17.976853716535892,0.7503214761592237,-0.7503214761592237,1.0,0.0,True,False,0,7,1.65,17.976853716535892,0.0,504.0,model
23560,Netherlands,1,60.0,0.0,15.083322422344477,0.7486112929609253,-0.7486112929609253,1.0,0.0,True,False,0,7,1.65,15.083322422344477,0.0,420.0,model
23561,Netherlands,1,60.0,0.0,15.083322422344477,0.7486112929609253,-0.7486112929609253,1.0,0.0,True,False,0,7,1.65,15.083322422344477,0.0,420.0,model
23562,Netherlands,1,60.0,0.0,15.083322422344477,0.7486112929609253,-0.7486112929609253,1.0,0.0,True,False,0,7,1.65,15.083322422344477,0.0,420.0,model
23254,Netherlands,1,144.0,0.0,36.390915182763344,0.7472853112308102,-0.7472853112308102,1.0,0.0,True,False,0,7,1.65,36.390915182763344,0.0,1008.0,model
22100,Netherlands,1,144.0,0.0,36.55915683879026,0.7461169663972899,-0.7461169663972899,1.0,0.0,True,False,0,7,1.65,36.55915683879026,0.0,1008.0,model
23380,Japan,1,144.0,0.0,36.55915683879026,0.7461169663972899,-0.7461169663972899,1.0,0.0,True,False,0,7,1.65,36.55915683879026,0.0,1008.0,model
22178,Netherlands,1,96.0,0.0,24.401927699410862,0.7458132531311369,-0.7458132531311369,1.0,0.0,True,False,0,7,1.65,24.401927699410862,0.0,672.0,model
23440,Netherlands,1,144.0,0.0,36.90342261106055,0.7437262318676351,-0.7437262318676351,1.0,0.0,True,False,0,7,1.65,36.90342261106055,0.0,1008.0,model
23206,Australia,1,100.0,0.0,26.46793596448695,0.7353206403551305,-0.7353206403551305,1.0,0.0,True,False,0,7,1.65,26.46793596448695,0.0,700.0,model
35954,United Kingdom,2,72.0,67.88225099390856,19.112044031198565,0.7345549440111311,-0.7345549440111311,1.0,0.0,True,False,0,7,1.65,19.112044031198565,296.33926503249614,800.3392650324961,model
23498,Netherlands,1,72.0,0.0,19.147250298290487,0.7340659680792988,-0.7340659680792988,1.0,0.0,True,False,0,7,1.65,19.147250298290487,0.0,504.0,model
84997D,Spain,1,360.0,0.0,98.52455873243728,0.7263206701876742,-0.7263206701876742,1.0,0.0,True,False,0,7,1.65,98.52455873243728,0.0,2520.0,model
23480,Australia,1,48.0,0.0,13.37916939452076,0.7212673042808175,-0.7212673042808175,1.0,0.0,True,False,0,7,1.65,13.37916939452076,0.0,336.0,model
22467,Belgium,1,36.0,0.0,10.308540646367076,0.7136516487120256,-0.7136516487120256,1.0,0.0,True,False,0,7,1.65,10.308540646367076,0.0,252.0,model
22757,Netherlands,1,144.0,0.0,41.43179483734933,0.7122792025184075,-0.7122792025184075,1.0,0.0,True,False,0,7,1.65,41.43179483734933,0.0,1008.0,model
22386,Germany,1,40.0,0.0,11.575798032567784,0.7106050491858055,-0.7106050491858055,1.0,0.0,True,False,0,7,1.65,11.575798032567784,0.0,280.0,model
84997A,Finland,1,72.0,0.0,20.94879244040036,0.7090445494388838,-0.7090445494388838,1.0,0.0,True,False,0,7,1.65,20.94879244040036,0.0,504.0,model
22466,Australia,1,96.0,0.0,28.024962156652453,0.7080733108682037,-0.7080733108682037,1.0,0.0,True,False,0,7,1.65,28.024962156652453,0.0,672.0,model
16008,Norway,2,240.0,0.0,70.36532096189245,0.7068111626587814,-0.7068111626587814,1.0,0.0,True,False,0,7,1.65,70.36532096189245,0.0,1680.0,model
84997B,Denmark,1,24.0,0.0,7.12590885879535,0.7030871308835271,-0.7030871308835271,1.0,0.0,True,False,0,7,1.65,7.12590885879535,0.0,168.0,model
22727,Spain,1,20.0,0.0,5.991298437924921,0.7004350781037539,-0.7004350781037539,1.0,0.0,True,False,0,7,1.65,5.991298437924921,0.0,140.0,model
22119,EIRE,1,24.0,0.0,7.203398573926584,0.6998583927530589,-0.6998583927530589,1.0,0.0,True,False,0,7,1.65,7.203398573926584,0.0,168.0,model
22328,Netherlands,1,192.0,0.0,57.72342561025373,0.6993571582799284,-0.6993571582799284,1.0,0.0,True,False,0,7,1.65,57.72342561025373,0.0,1344.0,model
84992,Australia,1,120.0,0.0,36.3728828037674,0.6968926433019383,-0.6968926433019383,1.0,0.0,True,False,0,7,1.65,36.3728828037674,0.0,840.0,model
23494,Japan,1,40.0,0.0,12.12495065554953,0.6968762336112617,-0.6968762336112617,1.0,0.0,True,False,0,7,1.65,12.12495065554953,0.0,280.0,model
23376,Germany,1,120.0,0.0,36.55915683879026,0.6953403596767479,-0.6953403596767479,1.0,0.0,True,False,0,7,1.65,36.55915683879026,0.0,840.0,model
23240,Spain,1,18.0,0.0,5.486524244419336,0.6951930975322591,-0.6951930975322591,1.0,0.0,True,False,0,7,1.65,5.486524244419336,0.0,126.0,model
23198,Norway,2,48.0,0.0,14.811916593336536,0.6914184043054888,-0.6914184043054888,1.0,0.0,True,False,0,7,1.65,14.811916593336536,0.0,336.0,model
22193,Germany,1,12.0,0.0,3.724250569415229,0.6896457858820643,-0.6896457858820643,1.0,0.0,True,False,0,7,1.65,3.724250569415229,0.0,84.0,model
21380,EIRE,1,18.0,0.0,5.6536303391028895,0.685909425605395,-0.685909425605395,1.0,0.0,True,False,0,7,1.65,5.6536303391028895,0.0,126.0,model
22400,Netherlands,1,72.0,0.0,22.748864619757292,0.6840435469478154,-0.6840435469478154,1.0,0.0,True,False,0,7,1.65,22.748864619757292,0.0,504.0,model
21175,Norway,2,48.0,0.0,15.199711893471832,0.6833393355526702,-0.6833393355526702,1.0,0.0,True,False,0,7,1.65,15.199711893471832,0.0,336.0,model
22654,Netherlands,1,40.0,0.0,12.71133628074646,0.6822165929813385,-0.6822165929813385,1.0,0.0,True,False,0,7,1.65,12.71133628074646,0.0,280.0,model
21988,Netherlands,1,192.0,0.0,61.0620759698971,0.6819683543234526,-0.6819683543234526,1.0,0.0,True,False,0,7,1.65,61.0620759698971,0.0,1344.0,model
23391,Japan,1,40.0,0.0,12.828971384086136,0.6792757153978466,-0.6792757153978466,1.0,0.0,True,False,0,7,1.65,12.828971384086136,0.0,280.0,model
21770,Portugal,1,12.0,0.0,3.864770607431712,0.677935782714024,-0.677935782714024,1.0,0.0,True,False,0,7,1.65,3.864770607431712,0.0,84.0,model
23213,Germany,1,144.0,0.0,46.86712373185162,0.6745338629732527,-0.6745338629732527,1.0,0.0,True,False,0,7,1.65,46.86712373185162,0.0,1008.0,model
23456,EIRE,1,18.0,0.0,5.991298437924921,0.6671500867819488,-0.6671500867819488,1.0,0.0,True,False,0,7,1.65,5.991298437924921,0.0,126.0,model
22966,Spain,1,24.0,0.0,8.073411405051186,0.6636078581228673,-0.6636078581228673,1.0,0.0,True,False,0,7,1.65,8.073411405051186,0.0,168.0,model
22840,Italy,1,12.0,0.0,4.073603927385742,0.6605330060511881,-0.6605330060511881,1.0,0.0,True,False,0,7,1.65,4.073603927385742,0.0,84.0,model
85127,United Kingdom,6,3.3333333333333335,3.265986323710904,1.1474506631126324,0.6557648010662103,-0.6557648010662103,1.0,0.0,True,False,0,7,1.65,1.1474506631126324,14.257629536497292,37.590962869830626,model
23255,Germany,1,12.0,0.0,4.158960408512449,0.6534199659572959,-0.6534199659572959,1.0,0.0,True,False,0,7,1.65,4.158960408512449,0.0,84.0,model
23298,Spain,1,12.0,0.0,4.167663958693099,0.6526946701089084,-0.6526946701089084,1.0,0.0,True,False,0,7,1.65,4.167663958693099,0.0,84.0,model
21216,Norway,2,24.0,0.0,8.363706427388442,0.6515122321921483,-0.6515122321921483,1.0,0.0,True,False,0,7,1.65,8.363706427388442,0.0,168.0,model
22308,EIRE,1,18.0,0.0,6.274158842806456,0.6514356198440858,-0.6514356198440858,1.0,0.0,True,False,0,7,1.65,6.274158842806456,0.0,126.0,model
21787,Netherlands,1,288.0,0.0,100.8018804663626,0.6499934706029076,-0.6499934706029076,1.0,0.0,True,False,0,7,1.65,100.8018804663626,0.0,2016.0,model
21730,EIRE,1,18.0,0.0,6.319538359422643,0.6489145355876309,-0.6489145355876309,1.0,0.0,True,False,0,7,1.65,6.319538359422643,0.0,126.0,model
22029,Netherlands,1,216.0,0.0,76.03082360106404,0.6480054462913701,-0.6480054462913701,1.0,0.0,True,False,0,7,1.65,76.03082360106404,0.0,1512.0,model
22898,Netherlands,1,100.0,0.0,35.23195704534226,0.6476804295465775,-0.6476804295465775,1.0,0.0,True,False,0,7,1.65,35.23195704534226,0.0,700.0,model
23207,Netherlands,1,200.0,0.0,70.4884745606883,0.6475576271965585,-0.6475576271965585,1.0,0.0,True,False,0,7,1.65,70.4884745606883,0.0,1400.0,model
84997C,Spain,1,288.0,0.0,102.09012073836983,0.6455204141028825,-0.6455204141028825,1.0,0.0,True,False,0,7,1.65,102.09012073836983,0.0,2016.0,model
22626,Netherlands,1,12.0,0.0,4.278037334791974,0.6434968887673355,-0.6434968887673355,1.0,0.0,True,False,0,7,1.65,4.278037334791974,0.0,84.0,model
22139,Norway,1,12.0,0.0,4.306009517380875,0.6411658735515938,-0.6411658735515938,1.0,0.0,True,False,0,7,1.65,4.306009517380875,0.0,84.0,model
22944,France,1,72.0,0.0,25.92785878750387,0.6398908501735574,-0.6398908501735574,1.0,0.0,True,False,0,7,1.65,25.92785878750387,0.0,504.0,model
22398,Netherlands,1,72.0,0.0,25.92785878750387,0.6398908501735574,-0.6398908501735574,1.0,0.0,True,False,0,7,1.65,25.92785878750387,0.0,504.0,model
23293,Sweden,1,256.0,0.0,92.35560028566954,0.6392359363841034,-0.6392359363841034,1.0,0.0,True,False,0,7,1.65,92.35560028566954,0.0,1792.0,model
47590B,Australia,1,50.0,0.0,18.060527698098028,0.6387894460380394,-0.6387894460380394,1.0,0.0,True,False,0,7,1.65,18.060527698098028,0.0,350.0,model
84879,Germany,1,40.0,0.0,14.510283192518974,0.6372429201870256,-0.6372429201870256,1.0,0.0,True,False,0,7,1.65,14.510283192518974,0.0,280.0,model
21165,Norway,1,48.0,0.0,17.43264167445814,0.6368199651154555,-0.6368199651154555,1.0,0.0,True,False,0,7,1.65,17.43264167445814,0.0,336.0,model
23366,USA,1,72.0,0.0,26.18737935824137,0.6362863978022032,-0.6362863978022032,1.0,0.0,True,False,0,7,1.65,26.18737935824137,0.0,504.0,model
22175,Netherlands,2,96.0,67.88225099390856,34.95216369455645,0.635914961515037,-0.635914961515037,1.0,0.0,True,False,0,7,1.65,34.95216369455645,296.33926503249614,968.3392650324961,model
23389,Netherlands,1,100.0,0.0,36.8665743105657,0.631334256894343,-0.631334256894343,1.0,0.0,True,False,0,7,1.65,36.8665743105657,0.0,700.0,model
85014B,Germany,1,18.0,0.0,6.676207514493838,0.62909958252812,-0.62909958252812,1.0,0.0,True,False,0,7,1.65,6.676207514493838,0.0,126.0,model
22922,Portugal,1,120.0,0.0,44.51641202680398,0.6290298997766335,-0.6290298997766335,1.0,0.0,True,False,0,7,1.65,44.51641202680398,0.0,840.0,model
22799,EIRE,1,12.0,0.0,4.453384946217656,0.6288845878151953,-0.6288845878151953,1.0,0.0,True,False,0,7,1.65,4.453384946217656,0.0,84.0,model
23007,Netherlands,1,12.0,0.0,4.4714780658392606,0.6273768278467283,-0.6273768278467283,1.0,0.0,True,False,0,7,1.65,4.4714780658392606,0.0,84.0,model
22902,Japan,1,50.0,0.0,18.633079501577114,0.6273384099684577,-0.6273384099684577,1.0,0.0,True,False,0,7,1.65,18.633079501577114,0.0,350.0,model
23192,Netherlands,1,96.0,0.0,35.77901763750029,0.627301899609372,-0.627301899609372,1.0,0.0,True,False,0,7,1.65,35.77901763750029,0.0,672.0,model
22755,Netherlands,1,144.0,0.0,53.743576544890175,0.6267807184382627,-0.6267807184382627,1.0,0.0,True,False,0,7,1.65,53.743576544890175,0.0,1008.0,model
90160D,United Kingdom,1,10.0,0.0,3.785627672158563,0.6214372327841436,-0.6214372327841436,1.0,0.0,True,False,0,7,1.65,3.785627672158563,0.0,70.0,model
22355,EIRE,1,40.0,0.0,15.160748088102768,0.6209812977974308,-0.6209812977974308,1.0,0.0,True,False,0,7,1.65,15.160748088102768,0.0,280.0,model
72232,Norway,2,144.0,0.0,55.22248663437438,0.6165105094835113,-0.6165105094835113,1.0,0.0,True,False,0,7,1.65,55.22248663437438,0.0,1008.0,model
84006,Germany,2,42.0,25.45584412271571,16.119509617448912,0.6162021519655022,-0.6162021519655022,1.0,0.0,True,False,0,7,1.65,16.119509617448912,111.12722438718605,405.12722438718606,model
22948,Portugal,1,48.0,0.0,18.441136018958677,0.6158096662716942,-0.6158096662716942,1.0,0.0,True,False,0,7,1.65,18.441136018958677,0.0,336.0,model
20653,United Kingdom,4,3.75,5.5,1.4413525407455388,0.6156393224678564,-0.6156393224678564,1.0,0.0,True,False,0,7,1.65,1.4413525407455388,24.01019314791116,50.26019314791116,model
84997C,Finland,1,72.0,0.0,27.67597633480933,0.6156114397943148,-0.6156114397943148,1.0,0.0,True,False,0,7,1.65,27.67597633480933,0.0,504.0,model
22865,Netherlands,1,96.0,0.0,37.00653271257295,0.6145152842440318,-0.6145152842440318,1.0,0.0,True,False,0,7,1.65,37.00653271257295,0.0,672.0,model
23192,EIRE,1,60.0,0.0,23.162529499515067,0.6139578416747489,-0.6139578416747489,1.0,0.0,True,False,0,7,1.65,23.162529499515067,0.0,420.0,model
23575,Netherlands,1,48.0,0.0,18.633079501577114,0.6118108437171434,-0.6118108437171434,1.0,0.0,True,False,0,7,1.65,18.633079501577114,0.0,336.0,model
23298,Germany,2,10.5,2.1213203435596424,4.083032517886146,0.6111397602013194,-0.6111397602013194,1.0,0.0,True,False,0,7,1.65,4.083032517886146,9.260602032265504,82.76060203226551,model
22382,Netherlands,1,200.0,0.0,78.06684749550891,0.6096657625224554,-0.6096657625224554,1.0,0.0,True,False,0,7,1.65,78.06684749550891,0.0,1400.0,model
23165,Norway,2,48.0,0.0,18.785868350837518,0.608627742690885,-0.608627742690885,1.0,0.0,True,False,0,7,1.65,18.785868350837518,0.0,336.0,model
21169,Norway,2,48.0,0.0,18.785868350837518,0.608627742690885,-0.608627742690885,1.0,0.0,True,False,0,7,1.65,18.785868350837518,0.0,336.0,model
85123A,Netherlands,1,160.0,0.0,62.77020685146075,0.6076862071783703,-0.6076862071783703,1.0,0.0,True,False,0,7,1.65,62.77020685146075,0.0,1120.0,model
23255,Netherlands,1,72.0,0.0,28.29910909871907,0.6069568180733462,-0.6069568180733462,1.0,0.0,True,False,0,7,1.65,28.29910909871907,0.0,504.0,model
22196,Australia,1,160.0,0.0,63.413073039458986,0.6036682935033812,-0.6036682935033812,1.0,0.0,True,False,0,7,1.65,63.413073039458986,0.0,1120.0,model
23497,Australia,1,48.0,0.0,19.147250298290487,0.6010989521189481,-0.6010989521189481,1.0,0.0,True,False,0,7,1.65,19.147250298290487,0.0,336.0,model
23232,Germany,1,75.0,0.0,29.963023055817043,0.6004930259224394,-0.6004930259224394,1.0,0.0,True,False,0,7,1.65,29.963023055817043,0.0,525.0,model
23229,Norway,1,24.0,0.0,9.803085617209256,0.5915380992829476,-0.5915380992829476,1.0,0.0,True,False,0,7,1.65,9.803085617209256,0.0,168.0,model
23293,Norway,2,32.0,0.0,13.075040981246246,0.5914049693360548,-0.5914049693360548,1.0,0.0,True,False,0,7,1.65,13.075040981246246,0.0,224.0,model
37500,EIRE,1,24.0,0.0,9.848995142186448,0.589625202408898,-0.589625202408898,1.0,0.0,True,False,0,7,1.65,9.848995142186448,0.0,168.0,model
21908,Norway,2,36.0,0.0,14.790650063934837,0.5891486093351435,-0.5891486093351435,1.0,0.0,True,False,0,7,1.65,14.790650063934837,0.0,252.0,model
21754,Spain,1,12.0,0.0,4.93877789572826,0.5884351753559783,-0.5884351753559783,1.0,0.0,True,False,0,7,1.65,4.93877789572826,0.0,84.0,model
22572,EIRE,1,36.0,0.0,14.827769562334934,0.5881175121573629,-0.5881175121573629,1.0,0.0,True,False,0,7,1.65,14.827769562334934,0.0,252.0,model
37475,EIRE,1,6.0,0.0,2.473545924879879,0.5877423458533535,-0.5877423458533535,1.0,0.0,True,False,0,7,1.65,2.473545924879879,0.0,42.0,model
22754,Netherlands,1,144.0,0.0,59.91275704135689,0.5839391872127995,-0.5839391872127995,1.0,0.0,True,False,0,7,1.65,59.91275704135689,0.0,1008.0,model
21217,EIRE,1,6.0,0.0,2.4985291788268653,0.5835784701955224,-0.5835784701955224,1.0,0.0,True,False,0,7,1.65,2.4985291788268653,0.0,42.0,model
23355,Channel Islands,2,14.0,8.48528137423857,5.854582919823526,0.581815505726891,-0.581815505726891,1.0,0.0,True,False,0,7,1.65,5.854582919823526,37.04240812906202,135.042408129062,model
23236,Sweden,1,96.0,0.0,40.17031360892676,0.5815592332403462,-0.5815592332403462,1.0,0.0,True,False,0,7,1.65,40.17031360892676,0.0,672.0,model
23455,EIRE,1,36.0,0.0,15.083322422344477,0.5810188216015423,-0.5810188216015423,1.0,0.0,True,False,0,7,1.65,15.083322422344477,0.0,252.0,model
